,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
923,Associate - External Audit (UAE Nationals),Grant Thornton,Dubai,United Arab Emirates,Full Time,Entry Level,Business Development,"Customer Service/Support, Sales/Retail, Sales Skills, Customer Service, Sales Target, Sales, Marketing, Outdoor Sales, Business Development",27 days ago
924,IT Performance Director,Core42,Dubai,United Arab Emirates,Full Time,Manager,IT/Software Development,"Operations/Management, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), ITIL, Operations, Project Management, Engineering, IT Operations",27 days ago
925,Product Lifecycle Specialist IMETA,Boehringer Ingelheim,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, sales, product, english, analysis",27 days ago
926,Network Operations Engineer - Egypt,Juniper Networks,Cairo,Egypt,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, CCNA, Networks, CCNP",27 days ago
927,Database Administrator (DBA),DeepSource,Riyadh,Saudi Arabia,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, SQL, Oracle, Database Administration, Database, Linux",29 days ago
928,Regional Development Manager,Pearson,Dubai,United Arab Emirates,Full Time,Not specified,Business Development,"Marketing/PR/Advertising, Sales/Retail, Sales, Business Development, Sales Skills, Sales Target, Marketing, Management, Customer Service",27 days ago
929,Project Manager - Digital Transformation,Saudia Dairy & Foodstuff Co.,Jeddah,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",28 days ago
930,QA Lead,Morgan Advanced Materials,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, information technology (it), computer science, quality assurance, qa, quality, engineering, qc",27 days ago
931,Quality Front Line Assistant Manager,Pepsi,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), engineering, computer science, microsoft office, sales, management, english",26 days ago
932,Product Lifecycle Specialist META,Boehringer Ingelheim,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, marketing, product, english, analysis",27 days ago
933,Project Manager Sr. Analyst,Pepsi,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Project/Program Management, Engineering - Telecom/Technology, Project Management, Information Technology (IT), Computer Science, PMP, Software Engineering, Telecommunication, Microsoft Office",27 days ago
934,Service Sales Support Engineer,Bühler Group,Dubai,United Arab Emirates,Full Time,Not specified,Customer Service/Support,"Sales/Retail, Engineering - Mechanical/Electrical, Customer Service, Sales, Customer Support, Customer Care, Sales Skills, Engineering, Sales Target",27 days ago
935,Backend Engineer,Abgad أبجد,Cairo,Egypt,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Back-End, Engineering, PHP",28 days ago
936,Thermal Insulation Specialist - Munitions Development,HALCON,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, mcse, software, quality assurance, quality control",27 days ago
937,Senior Specialist - Business Analysis,Core42,Dubai,United Arab Emirates,Full Time,Experienced,Human Resources,"Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Human Resources (HR), E-marketing, Microsoft Office, Digital Marketing, Media",27 days ago
938,Cyber Security Engineer,High5,Dubai,United Arab Emirates,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Security, Networking, Computer Engineering, Cisco",29 days ago
939,Full-Stack Web Developer,inoi,Dubai,United Arab Emirates,Full Time,Not specified,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, HTML, CSS, Full Stack",28 days ago
940,Platform Architect – Conversational Commerce,Coca,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Media/Journalism/Publishing, marketing, social media, media, digital marketing, computer science, english, azure",27 days ago
941,Backend Engineer,G42 Healthcare,Dubai,United Arab Emirates,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Back-End, Engineering, PHP",27 days ago
942,Service Program Manager II,Panasonic Avionics Corporation,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Operations/Management, Project/Program Management, Project Management, Information Technology (IT), Management, Program Management, Computer Science, VxBlock, VxRack",27 days ago
943,Developers,RedHolt,Dubai,United Arab Emirates,Full Time,Experienced,Business Development,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Business Development, javaScript, Engineering",28 days ago
944,Well Testing Engineer Trainee,Rawabi United Safety Services Company Limited (RUSS),Riyadh,Saudi Arabia,Full Time,Student,IT/Software Development,"Quality, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, testing, communication skills, production",30 days ago
945,Chief Architect,M2,Dubai,United Arab Emirates,Full Time,Manager,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, computer science, information technology (it), aws, computer engineering, docker, java, html",27 days ago
946,Business Development Manager (Saudization),EuroTech ME,Riyadh,Saudi Arabia,Full Time,Experienced,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",28 days ago
947,Customer Solutions Specialist,Bosch Middle East,Dubai,United Arab Emirates,Full Time,Entry Level,Customer Service/Support,"Logistics/Supply Chain, Sales/Retail, Customer Service, Customer Care, Customer Support, Call Center, Sales, Microsoft Office, Communication Skills",27 days ago
948,Senior Intergration Engineer,Al Ahly Momkn For E,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Mechanical Engineering",28 days ago
949,Lead Consultant,Gallup,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Sales, Sales Skills, Real Estate, Sales Target, Lead Generation, Microsoft Office, Information Technology (IT)",27 days ago
950,SR. BUSINESS ANALYST (PROCESS EXCELLENCE),QatarEnergy,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Engineering",29 days ago
951,Production Associate,WestRock Company,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Manufacturing/Production, Engineering - Telecom/Technology, engineering, information technology (it), computer science, design, production, manufacturing, maintenance",29 days ago
952,Intern Medical Rep - Jeddah,Haleon,Makkah,Saudi Arabia,Part Time,Student,Medical/Healthcare,"Sales/Retail, Pharmaceutical, Medical, Sales, Pharmacy, Sales Skills, Sales Target, Science, Veterinary",27 days ago
953,IS Solution Architect,Valeo,Cairo,Egypt,Full Time,Experienced,Customer Service/Support,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, Software Engineering, Software Development, Solution Architecture",28 days ago
954,Hardware Specialist ( Storage and Back up ),DeepSource,Riyadh,Saudi Arabia,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Technical Support, Computer Hardware, Hardware, Installation, Microsoft Office",29 days ago
955,Intern - Social Media (6-Month Contract),Beiersdorf,Dubai,United Arab Emirates,Full Time,Student,Accounting/Finance,"Marketing/PR/Advertising, Media/Journalism/Publishing, Accounting, Finance, Auditing, Marketing, Microsoft Office, Financial Analysis, Social Media",28 days ago
956,Enterprise Account Manager,insightsoftware,Dubai,United Arab Emirates,Full Time,Experienced,Customer Service/Support,"Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",27 days ago
957,Senior Performance Management & Employee Relations Specialist,Homzmart,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Marketing, Project Management, Information Technology (IT), Customer Support",29 days ago
958,Junior Project Controls Specialist - UAE National,AtkinsRéalis,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, information technology (it), computer science, engineering, quality control, project management, software, management",28 days ago
959,Business Development Manager - Middle East & Africa - Cirium (Hybrid),Entrepreneur First,Dubai,United Arab Emirates,Full Time,Not specified,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",27 days ago
960,Web Developer,The Professionals,Riyadh,Saudi Arabia,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Web Development, Software Development, javaScript, Software Engineering, CSS",1 month ago
961,Quality Control Engineer (Egypt),NOV,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Control, Quality Assurance, Engineering, Quality, Computer Science, Information Technology (IT), QC",28 days ago
962,SOC Analyst - L1,TIS,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Technical Analysis, Computer Science, SIEM, IDS Systems, TCP/IP, cyber Security",29 days ago
963,Automation Technician,SAUDIBIO,Riyadh,Saudi Arabia,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, help desk, installation, troubleshooting, engineering, maintenance",29 days ago
964,Senior Manager - Growth,Apparel Group,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",28 days ago
965,Project Manager Assistant,Jacobs,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Microsoft Office, Management, Computer Science",27 days ago
966,Security Architect ( Enterprise Applications),Norconsult Telematics,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Ansible, CCIE, CISSP, EC2",29 days ago
967,Enterprise Client Success Executive,Meltwater,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, sales, sales skills, information technology (it), computer science, marketing, business development, management",28 days ago
968,Maintenance Specialist,QatarEnergy LNG,Doha,Qatar,Full Time,Entry Level,Customer Service/Support,"Installation/Maintenance/Repair, IT/Software Development, Customer Care, Customer Service, Customer Support, Maintenance, Mobile Maintenance, Computer Maintenance, Computer Skills",28 days ago
969,Senior Technical Recruiter,geidea,Cairo,Egypt,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"Human Resources, IT/Software Development, Engineering, Recruitment, Human Resources (HR), Information Technology (IT), Technical Office, AutoCAD, Microsoft Office",28 days ago
970,SOC Analyst - L1,TIS (Tech for Integrated Services) by EXA,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Technical Analysis, Computer Science, SIEM, IDS Systems, TCP/IP, cyber Security",29 days ago
971,Terminal Operator,Etihad Rail,Dubai,United Arab Emirates,Full Time,Entry Level,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, microsoft office, computer science, engineering, information technology (it)",29 days ago
972,IT Support Engineer,Sharaf DG Energy,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Technical Support, Engineering, Customer Support, Customer Service, Computer Engineering",29 days ago
973,Consultant - UAE National,AtkinsRéalis,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Sales, Sales Skills, Real Estate, Sales Target, Customer Service, Information Technology (IT), Customer Support",28 days ago
974,Product Manager,Kalasko,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Sales Skills",28 days ago
975,"Design Manager - Commercial Offices, Museum & Exhibition",AtkinsRéalis,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"Creative/Design/Art, IT/Software Development, Design, Project Management, Engineering, Architecture, Management, Information Technology (IT), Marketing",28 days ago
976,IT Business Analyst for CRM specializing in Automotive  Industry,Dicetek LLC,Dubai,United Arab Emirates,Freelance / Project,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, information technology (it), sales, computer science, crm, automotive, it, management",29 days ago
977,Project Manager Assistant,Jacobs Engineering Group Inc,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Microsoft Office, Management, Computer Science",28 days ago
978,Backend Engineer,Gulf Business Machines PND,Riyadh,Saudi Arabia,Full Time,Not specified,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Back-End, Engineering, PHP",29 days ago
979,Junior Information Manager KSA,AtkinsRéalis,Riyadh,Saudi Arabia,Full Time,Entry Level,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, software development, software engineering, engineering, project management, design",28 days ago
980,Senior Computerized Maintenance Management System Engineer,Oceaneering,Dubai,United Arab Emirates,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, maintenance, sql, software",28 days ago
981,Senior Risk Reliability Maintenance (Electrical),Oceaneering,Dubai,United Arab Emirates,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, maintenance, software, management",28 days ago
982,Senior Risk Reliability Maintenance (Mechanical),Oceaneering,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, maintenance, software, management",28 days ago
983,Workshop Service Engineer,ABB,Dubai,United Arab Emirates,Full Time,Not specified,Installation/Maintenance/Repair,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Mechanical Engineering, Maintenance, Electrical Engineering, Customer Service, Information Technology (IT), Computer Science",28 days ago
984,Artificial Intelligence Specialist,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), SQL, Computer Engineering, Software Engineering, Business Intelligence, Computer Skills",29 days ago
985,Project Manager -Service,Hitachi Energy Ltd.,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Customer Service, Management, Computer Science",29 days ago
986,TECHNICAL SALES ENGINEER – TEAM ASIA PACIFIC CUTTING TOOLS – MIDDLE EAST,CERATIZIT,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, sales, computer science, customer service, engineering, management, technical, technical sales",29 days ago
987,Delivery Manager-E&P Analytics & Insights,Coca,Cairo,Egypt,Full Time,Experienced,Operations/Management,"Marketing/PR/Advertising, Sales/Retail, Marketing, E-Commerce, Management, E-marketing, Information Technology (IT), Sales, Customer Service",28 days ago
988,Database Administrator,SMART Technology Solutions,Makkah,Saudi Arabia,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, SQL, Oracle, Database Administration, Database, Linux",28 days ago
989,Pre-sales Engineer,SMART Technology Solutions,Makkah,Saudi Arabia,Full Time,Entry Level,Sales/Retail,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",28 days ago
990,IT System Administrator,Tek Experts,Doha,Qatar,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, System Administration, Engineering, Installation, Linux, Computer Engineering",28 days ago
991,Field Service Manager (onsite),Varian,Riyadh,Saudi Arabia,Full Time,Experienced,Customer Service/Support,"IT/Software Development, Operations/Management, Customer Service, Customer Care, Customer Support, Management, Engineering, Information Technology (IT), Sales",28 days ago
992,SOLUTION MANAGER,Eviden is part of Atos Group,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Sales, Sales Skills, Computer Science, Customer Service, Sales Target, Customer Support",29 days ago
993,Senior Security Analyst (EMV),kevin.,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Business Analysis, Engineering, Computer Engineering, Finance",28 days ago
994,VEEDEE SOLUTIONS IS HIRING FOR PRODUCTION MANAGER for QATAR,Veedee Solutions LLP,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Operations/Management, Engineering - Telecom/Technology, information technology (it), computer science, operations, software development, engineering, management, manufacturing",28 days ago
995,Technical Engineer,DeepSource,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Technical Support, AutoCAD, Technical Office, Microsoft Office",1 month ago
996,Senior Lead - Technical Developer,malomatia,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Java, React",28 days ago
997,IT Business Analyst (2-Year Fixed-Term Contract),"Abbott Diabetes Care, Ltd.",Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",28 days ago
998,Business Development Manager,BSL,Doha,Qatar,Full Time,Experienced,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",29 days ago
999,Senior Operations Analyst,Snoonu,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Business Analysis, Finance, Operations, Accounting",29 days ago
1000,Python & Machine Learning Developer,Jadeer,Cairo,Egypt,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Python, Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, Engineering",29 days ago
1001,TECHNICAL SALES ENGINEER – TEAM ASIA PACIFIC CUTTING TOOLS – MIDDLE EAST,CERATIZIT INDIA,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, sales, computer science, customer service, engineering, management, technical, technical sales",29 days ago
1002,Asset Portfolio Expert,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, design, adobe photoshop, engineering, finance, english",29 days ago
1003,Real Time Optimization Engineer,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, information technology (it), computer science, engineering, software development, design, manufacturing, troubleshooting",29 days ago
1004,Organization Development Specialist,The Professionals,Riyadh,Saudi Arabia,Full Time,Entry Level,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Microsoft Office",1 month ago
1005,Business Solutions Associate,The Professionals,Alexandria,Egypt,Full Time,Entry Level,Business Development,"Customer Service/Support, Sales/Retail, Business Development, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support, Customer Care",1 month ago
1006,Digital Factory Senior Project Manager,Saudia Dairy & Foodstuff Company (SADAFCO),Makkah,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Project/Program Management, Engineering - Telecom/Technology, Project Management, Information Technology (IT), Computer Science, PMP, Engineering, Management, Marketing",29 days ago
1007,Principal Product Manager - Operations,Cafu,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Project/Program Management, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Market Research",29 days ago
1008,Senior Azure DevOps & System Automation Engineer,CyberInsight Ltd.,Cairo,Egypt,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, DevOps, AWS, Software Engineering, Docker, Linux",29 days ago
1009,Lead Java Developer (Services) - Opportunity to relocate to UAE,Lab49,Dubai,United Arab Emirates,Full Time,Manager,IT/Software Development,"Operations/Management, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Java, Software Development, javaScript, Software Engineering, Computer Engineering",29 days ago
1010,Maintenance Engineer,TGT group,Abu Dhabi,United Arab Emirates,Full Time,Not specified,Installation/Maintenance/Repair,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Maintenance, Engineering, Mechanical Engineering, Information Technology (IT), Electrical Engineering, Installation, Computer Science",29 days ago
1011,Network Engineer,2P Perfect Presentation,Tabuk,Saudi Arabia,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, Computer Engineering, Networks, Installation",1 month ago
1012,Downstream Corrosion Engineer,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Other, engineering, information technology (it), computer science, oil &amp; gas, chemical, chemical engineering, planning",29 days ago
1013,QNB2878-Senior Manager IT,QNB Group,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, software, english, customer service",28 days ago
1014,QA & Enforcement for Customs Specialist,"Zakat, Tax and Customs Authority",Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, QA, Quality Assurance, Quality Control, QC, Quality, Computer Science, Information Technology (IT)",30 days ago
1015,Business Analyst - Supply Chain Business Control,Heineken,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",30 days ago
1016,Marketing Automation and IT Specialist,The Rocket Marketing,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Marketing/PR/Advertising, Media/Journalism/Publishing, marketing, information technology (it), social media, computer science, english, communication skills, google analytics",29 days ago
1017,Continuous Improvement Lead--Asyut Plant,Coca,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, engineering, information technology (it), sales, computer science, management, manufacturing, maintenance",29 days ago
1018,Risk-Based Inspection (RBI) Facilitator Engineer,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, engineering, information technology (it), computer science, microsoft office, management, english, mechanical engineering",29 days ago
1019,Remote Senior Python Developer,Turing,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Python, Software Development, Django, Software Engineering, javaScript",1 month ago
1020,Senior Project Manager - Commercial Offices,AtkinsRéalis,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Management, Civil Engineering",28 days ago
1021,Business Strategy Senior Manager- Products,Accenture,Riyadh,Saudi Arabia,Full Time,Not specified,Business Development,"Marketing/PR/Advertising, Project/Program Management, Marketing, Sales, Business Development, Product Management, Business Planning, Project Management, Computer Science",29 days ago
1022,Senior Reservoir Engineer,North Oil Company Qatar,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Mechanical Engineering",29 days ago
1023,Team Leader (Fixed Term Contract),Resource Solutions,Dubai,United Arab Emirates,Freelance / Project,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Sales, Sales Skills, Information Technology (IT), Sales Target, Computer Science, Customer Service, Real Estate",29 days ago
1024,Service Engineer,BICS,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Customer Service, Engineering, Information Technology (IT), Computer Science, Customer Care, Customer Support, Sales",29 days ago
1025,Service Specialist: Doha Qatar,NOV,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Operations/Management, Engineering - Telecom/Technology, information technology (it), computer science, engineering, customer service, software",29 days ago
1026,Oracle Functional Test Lead,Cognizant,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, testing, quality assurance, design",29 days ago
1027,"Field Engineer - Dammam, Saudi Arabia",Scientific Drilling,Riyadh,Saudi Arabia,Full Time,Entry Level,Installation/Maintenance/Repair,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Maintenance, Installation, Mechanical Engineering, Information Technology (IT), Computer Science",30 days ago
1028,Technical Support Specialist,Transmar,Cairo,Egypt,Full Time,Not specified,Customer Service/Support,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Technical Support, Computer Science, Customer Service, Customer Support, Customer Care, Engineering",1 month ago
1029,Network Engineer,Core42,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, Computer Engineering, Networks, Installation",29 days ago
1030,Project Management Specialist,AtkinsRéalis,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Computer Science, Management, Civil Engineering",30 days ago
1031,SENIOR STRUCTURAL ENGINEER (STEEL),Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Civil Engineering, Computer Engineering",1 month ago
1032,"Graduate Intern - Professional Services Cairo, EG",Incorta Inc,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, microsoft office, information technology (it), computer science, marketing, engineering, science, sql",29 days ago
1033,Time Service Delivery Expert - German Speaking.,Novartis Pharma AG,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, customer service, information technology (it), computer science, sales, administration, english, management",29 days ago
